class,Method,User-Agent,Pragma,Cache-Control,Accept,Accept-encoding,Accept-charset,language,host,cookie,content-type,connection,lenght,content,classification,URL
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=889A2108EE18BF1297D39AD7E0BC7615,,close,,,1,http://localhost:8080/tienda1/imagenes/2.gif/~ HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=23E5E5F366FB340C38155DBACD3EAACF,,close,,,1,http://localhost:8080/servlet/snoop HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=3531F8937189D96EE381877271C4AC1D,,close,,,1,http://localhost:8080/tienda1/imagenes/asf-logo-wide.gif HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=CFE03CDA910D0C23AEB27D40C0E361CF,,close,,,1,http://localhost:8080/tienda1/imagenes/logo.gif.old HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7D683959C13E29DB24F40073D4E08F26,,close,,,1,http://localhost:8080/tienda1/imagenes/logo.gif/asf-logo-wide.gif/.inc HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=5E9CF46265218DA912C774102EE0A95F,,close,,,1,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&precio=100&cantidad=43&B1=A%F1adir+al+carrito HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DB1253A924C7DFAD088E2827BA770973,application/x-www-form-urlencoded,Connection: close,Content-Length: 149,id=2&nombre=Jam%F3n+Ib%E9rico%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&precio=100&cantidad=43&B1=A%F1adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=B2C88D7C5BBE5FCB985118D7874DB6E9,,close,,,1,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&B1=A%F1adir+al+carrito HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=C04337E09BEEAF2478089688518C8BFD,application/x-www-form-urlencoded,Connection: close,Content-Length: 147,id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&B1=A%F1adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=52E6BAF74F0655D98ACD9EF102D8FAB4,,close,,,1,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Vino+.*%3FRioja&precio=100&cantidad=43&B1=A%F1adir+al+carrito HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=6F8E09F0CABA2E7BE34CFAC712BF134C,application/x-www-form-urlencoded,Connection: close,Content-Length: 73,id=2&nombre=Vino+.*%3FRioja&precio=100&cantidad=43&B1=A%F1adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=474A805DE8BBF62318549ECEFAFE69AC,,close,,,1,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidadA=43&B1=A%F1adir+al+carrito HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DC9A5907DE78BFCFBDCB96B2ACFFF363,application/x-www-form-urlencoded,Connection: close,Content-Length: 76,id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidadA=43&B1=A%F1adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1
Anomalous,PUT,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,,"x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:9090,JSESSIONID=90FC9439C76FDFEDBFDA93512A3A9278,application/x-www-form-urlencoded,Connection: close,Content-Length: 61,modo=entrar&login=dion&pwd=tric%F3tomo&remember=off&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=A595C33C9034179DBEB73CC77B59E3A1,,close,,,1,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar%2500&login=dion&pwd=tric%F3tomo&remember=off&B1=Entrar HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=0B9E51E4CE5546A71CACE2B0FC216535,application/x-www-form-urlencoded,Connection: close,Content-Length: 66,modo=entrar%2500&login=dion&pwd=tric%F3tomo&remember=off&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=04D5C818EC458FAA0991C3CB43FE3FCA,,close,,,1,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=dion&pwd=tric%F3tomo&remember=off%2F&B1=Entrar HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=2F7A4E47446AE2E964382BE4F6DC6ECD,application/x-www-form-urlencoded,Connection: close,Content-Length: 64,modo=entrar&login=dion&pwd=tric%F3tomo&remember=off%2F&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=6926342E7062EB779F6D046C2E89F244,,close,,,1,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&loginA=dion&pwd=tric%F3tomo&remember=off&B1=Entrar HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D30E8F1DA375662B8C723466059C98D0,application/x-www-form-urlencoded,Connection: close,Content-Length: 62,modo=entrar&loginA=dion&pwd=tric%F3tomo&remember=off&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=594B23874770AED5B985C78E774B6318,,close,,,1,http://localhost:8080/tienda1/publico/autenticar.jsp/asf-logo-wide.INC HTTP/1.1
Anomalous,PUT,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,,"x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:9090,JSESSIONID=AE9EB4BD1E2E43A58F07A29A59EA2FFB,application/x-www-form-urlencoded,Connection: close,Content-Length: 4,id=1,1,http://localhost:8080/tienda1/publico/caracteristicas.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=A1B13DD9E5DE805BBE85F7081A386FD2,,close,,,1,http://localhost:8080/tienda1/publico/caracteristicas.jsp?idA=1 HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=350D8656B006A0B8714DF76D34807EC5,application/x-www-form-urlencoded,Connection: close,Content-Length: 5,idA=1,1,http://localhost:8080/tienda1/publico/caracteristicas.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=C60BAE8BE8A284856CF8825822C951E3,,close,,,1,http://localhost:8080/ HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=688541B647342987ACC666933DB75C43,,close,,,1,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectasany%253F%250D%250ASet-cookie%253A%2BTamper%253D1041264011025374727%250D%250A HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=97A67CF4BBAC77B8842378F3063F5A11,application/x-www-form-urlencoded,Connection: close,Content-Length: 109,errorMsg=Credenciales+incorrectasany%253F%250D%250ASet-cookie%253A%2BTamper%253D1041264011025374727%250D%250A,1,http://localhost:8080/tienda1/publico/entrar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=BD2A4BDF5557673BF46C968C7B174607,,close,,,1,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsgA=Credenciales+incorrectas HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=4BA01EF8791EFF2B29FCC826BD82A744,application/x-www-form-urlencoded,Connection: close,Content-Length: 34,errorMsgA=Credenciales+incorrectas,1,http://localhost:8080/tienda1/publico/entrar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=98689E49C199EB4D9193C125A8BF9082,,close,,,1,http://localhost:8080/tienda1/publico/entrar.jsp/4861362529278789730 HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=E3A8A75C9E5AC1BB643A8923447DC2E7,,close,,,1,http://localhost:8080/tienda1/publico/miembros.jsp/asf-logo-wide.Bak HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DF8208C55D2E9CB86D76F7DB46243DFC,,close,,,1,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=bob%2540%253CSCRipt%253Ealert%2528Paros%2529%253C%252FscrIPT%253E.parosproxy.org&B1=Confirmar HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7E7DE2DC038A64E7CC128C3645205E89,application/x-www-form-urlencoded,Connection: close,Content-Length: 114,modo=insertar&precio=bob%2540%253CSCRipt%253Ealert%2528Paros%2529%253C%252FscrIPT%253E.parosproxy.org&B1=Confirmar,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=2BC1F3A6D8674CE51615101DD13CACD9,,close,,,1,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6875&B1=Confirmar%2F HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=07AFF53074D1575E4C88F13E3008FCBA,application/x-www-form-urlencoded,Connection: close,Content-Length: 41,modo=insertar&precio=6875&B1=Confirmar%2F,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=829D0A1C712DD4438AB01F5FA80F7414,,close,,,1,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioA=6875&B1=Confirmar HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=0B3055EAEFC2490008D94EF020D597D0,application/x-www-form-urlencoded,Connection: close,Content-Length: 39,modo=insertar&precioA=6875&B1=Confirmar,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7EF6D2EB04C8168CF8B4FE6EB757D8AE,,close,,,1,http://localhost:8080/tienda1/publico/pagar.jsp/asf-logo-wide HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=06C7C898D536AFB2DD28357BF8A97802,,close,,,1,http://localhost:8080/tienda1/publico/productos.jsp.Inc HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=A4D5D0DB9BB9CB3FFC09AEE61AFDBB8F,,close,,,1,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=cesario&password=cAseIFiCAr&nombre=Serena&apellidos=Torn%E9s+Tallado&email=koltai%40ubuybetter.sa&dni=28497948M&direccion=Angel+11%2C+7H&ciudad=Cantallops&cp=1883A&provincia=Girona&ntc=5977636857808544&B1=Registrar HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D4C6885E5D3004FDF696EDDFDF1081C6,application/x-www-form-urlencoded,Connection: close,Content-Length: 234,modo=registro&login=cesario&password=cAseIFiCAr&nombre=Serena&apellidos=Torn%E9s+Tallado&email=koltai%40ubuybetter.sa&dni=28497948M&direccion=Angel+11%2C+7H&ciudad=Cantallops&cp=1883A&provincia=Girona&ntc=5977636857808544&B1=Registrar,1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D4693FC708C8E87AD1F89F8B33221FB6,,close,,,1,http://localhost:8080/tienda1/publico/registro.jsp?modoA=registro&login=cesario&password=cAseIFiCAr&nombre=Serena&apellidos=Torn%E9s+Tallado&email=koltai%40ubuybetter.sa&dni=28497948M&direccion=Angel+11%2C+7H&ciudad=Cantallops&cp=19133&provincia=Girona&ntc=5977636857808544&B1=Registrar HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=41E0555CC266C9AC387448E496969166,application/x-www-form-urlencoded,Connection: close,Content-Length: 235,modoA=registro&login=cesario&password=cAseIFiCAr&nombre=Serena&apellidos=Torn%E9s+Tallado&email=koltai%40ubuybetter.sa&dni=28497948M&direccion=Angel+11%2C+7H&ciudad=Cantallops&cp=19133&provincia=Girona&ntc=5977636857808544&B1=Registrar,1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=C11F2F7D9135007B598B2B5FD53A9E28,,close,,,1,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25 HTTP/1.1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1F46B23C2B7A8333F7806FCD0AF12873,application/x-www-form-urlencoded,Connection: close,Content-Length: 91,B2=Vaciar+carrito%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25,1,http://localhost:8080/tienda1/publico/vaciar.jsp HTTP/1.1
Anomalous,GET,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D3C30ED1C489FFC35A0120BE1D5B65CF,,close,,,1,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org HTTP/1.1
